Données pour producteurs-consommateurs:
0.24,0.20,0.18,0.18,0.22
0.10,0.09,0.10,0.10,0.11
0.07,0.06,0.06,0.06,0.06
0.05,0.05,0.04,0.05,0.04
0.04,0.04,0.04,0.04,0.04
0.04,0.04,0.03,0.04,0.04
0.04,0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.03,0.04
0.04,0.04,0.04,0.04,0.03
0.04,0.04,0.03,0.04,0.04
0.04,0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04,0.04
